SERIALNO,SPORDER,PWGTP,AGEP,SEX,RAC1P,HISP,SCHL,PINCP,POVPIP,OCCP,COW,ESR,CIT,MAR,NATIVITY,PUMA,ADJINC
2023GQ0000241,1,82,20,1,1,1,19,4500,0,4622,1,6,1,5,1,03111,1019518
2023GQ0000392,1,32,54,1,2,1,16,8600,0,0,0,6,1,5,1,03168,1019518
2023GQ0000588,1,82,23,2,9,1,19,13000,0,5410,1,1,5,5,2,03160,1019518
2023GQ0000609,1,68,41,1,2,1,16,33000,0,4940,1,6,1,5,1,03163,1019518
2023GQ0000622,1,29,66,1,2,1,17,4300,0,0,0,6,1,5,1,03161,1019518
2023GQ0000703,1,31,73,1,2,1,21,4100,0,0,0,6,1,2,1,03117,1019518
2023GQ0000872,1,13,28,1,2,1,1,11000,71,0,0,6,1,5,1,03151,1019518
2023GQ0000889,1,38,72,2,1,24,16,26900,189,9640,2,1,1,5,1,03109,1019518
2023GQ0000900,1,17,80,2,1,1,16,8500,0,0,0,6,1,2,1,03154,1019518
2023GQ0000940,1,64,19,1,1,2,19,0,0,0,0,6,1,5,1,03160,1019518
2023GQ0001047,1,74,18,2,1,1,16,2400,0,2545,1,6,1,5,1,03107,1019518
2023GQ0001132,1,57,80,1,2,1,16,0,0,0,0,6,1,3,1,03118,1019518
2023GQ0001151,1,58,18,2,8,2,18,0,0,4055,1,6,1,5,1,03159,1019518
2023GQ0001412,1,77,31,2,8,2,15,8400,55,0,0,6,1,5,1,03107,1019518
2023GQ0001563,1,78,67,1,8,2,16,4300,0,4220,1,6,4,5,2,03155,1019518
2023GQ0001597,1,127,26,1,2,1,16,0,0,0,0,6,1,5,1,03163,1019518
2023GQ0001646,1,17,63,2,2,1,16,1000,6,0,0,6,1,5,1,03109,1019518
2023GQ0001918,1,58,82,2,1,1,22,54400,383,0,0,6,1,5,1,03101,1019518
2023GQ0002029,1,100,94,2,1,1,19,44100,0,0,0,6,4,2,2,03102,1019518
2023GQ0002310,1,52,62,1,2,1,17,17000,0,0,0,6,1,5,1,03111,1019518
2023GQ0002372,1,20,90,2,1,1,16,16600,0,0,0,6,1,1,1,03103,1019518
2023GQ0002452,1,18,62,2,2,1,19,22000,0,0,0,6,1,5,1,03110,1019518
2023GQ0002564,1,86,18,2,1,1,16,10200,0,4760,1,3,1,5,1,03153,1019518
2023GQ0002837,1,27,57,1,1,1,16,0,0,0,0,6,1,5,1,03104,1019518
2023GQ0002902,1,48,22,2,1,1,19,5000,0,2060,2,1,1,5,1,03161,1019518
2023GQ0002944,1,97,26,1,2,1,13,25000,0,9640,1,6,1,5,1,03163,1019518
2023GQ0002950,1,70,44,1,2,1,17,4300,0,0,0,6,1,5,1,03104,1019518
2023GQ0003193,1,14,27,2,2,1,19,13000,85,0,0,6,1,5,1,03153,1019518
2023GQ0003320,1,15,11,2,2,1,7,0,0,0,0,0,1,5,1,03162,1019518
2023GQ0003573,1,81,22,1,6,1,21,0,0,0,0,6,1,5,1,03153,1019518
2023GQ0003608,1,12,33,2,1,1,17,8900,0,0,0,6,1,5,1,03151,1019518
2023GQ0003656,1,52,19,1,8,4,18,0,0,4140,1,6,1,5,1,03161,1019518
2023GQ0003825,1,66,69,1,1,1,16,2300,0,0,0,6,1,3,1,03114,1019518
2023GQ0004000,1,10,40,1,2,1,1,0,0,0,0,6,1,5,1,03117,1019518
2023GQ0004023,1,65,18,2,8,3,16,17000,0,4055,1,1,1,5,1,03160,1019518
2023GQ0004207,1,29,15,2,9,1,12,0,0,0,0,0,1,5,1,03107,1019518
2023GQ0004491,1,38,41,2,2,1,16,0,0,0,0,6,1,5,1,03166,1019518
2023GQ0004688,1,42,19,2,1,2,19,0,0,0,0,6,4,5,2,03111,1019518
2023GQ0004856,1,14,28,1,2,1,1,11000,71,0,0,6,1,5,1,03106,1019518
2023GQ0005078,1,12,68,2,1,1,16,4600,0,0,0,6,1,5,1,03107,1019518
2023GQ0005089,1,82,62,2,1,1,17,11300,72,0,0,6,1,5,1,03116,1019518
2023GQ0005137,1,61,22,1,1,1,19,5000,0,4720,1,1,1,5,1,03159,1019518
2023GQ0005286,1,14,37,2,1,1,14,3100,20,4020,1,6,1,5,1,03153,1019518
2023GQ0005373,1,39,72,1,1,1,12,12000,0,0,0,6,1,1,1,03157,1019518
2023GQ0005386,1,26,42,2,1,1,17,8900,0,0,0,6,1,5,1,03152,1019518
2023GQ0005475,1,14,62,2,1,1,17,11300,72,0,0,6,1,5,1,03111,1019518
2023GQ0005543,1,29,33,2,2,1,16,0,0,9130,1,6,1,5,1,03104,1019518
2023GQ0005812,1,84,65,2,8,2,16,8600,0,0,0,6,1,5,1,03107,1019518
2023GQ0005904,1,7,83,1,1,1,23,17800,0,0,0,6,1,2,1,03111,1019518
2023GQ0006161,1,22,68,2,2,1,21,11000,0,0,0,6,1,5,1,03117,1019518
2023GQ0006165,1,45,64,1,8,2,19,0,0,0,0,6,5,5,2,03164,1019518
2023GQ0006217,1,38,59,1,2,1,17,4800,0,0,0,6,1,3,1,03117,1019518
2023GQ0006233,1,10,6,1,2,1,4,0,0,0,0,0,1,5,1,03103,1019518
2023GQ0006429,1,81,90,1,1,1,16,24040,0,0,0,6,1,3,1,03109,1019518
2023GQ0006527,1,42,77,2,1,1,22,8400,0,0,0,6,1,5,1,03108,1019518
2023GQ0006589,1,89,66,2,1,1,16,0,0,0,0,6,1,2,1,03154,1019518
2023GQ0006731,1,86,88,2,1,1,21,29600,0,0,0,6,1,5,1,03107,1019518
2023GQ0006749,1,92,18,2,8,24,16,7900,0,4150,1,1,1,5,1,03160,1019518
2023GQ0006827,1,107,44,1,2,1,13,0,0,5850,2,6,1,5,1,03158,1019518
2023GQ0006828,1,16,65,1,2,1,16,14300,0,0,0,6,1,5,1,03154,1019518
2023GQ0006837,1,64,19,1,2,1,19,80,0,2320,1,1,1,5,1,03159,1019518
2023GQ0006916,1,109,60,1,1,1,21,0,0,0,0,6,1,3,1,03163,1019518
2023GQ0006947,1,10,47,1,1,1,22,35000,222,2040,2,1,5,5,2,03165,1019518
2023GQ0007015,1,171,51,1,2,1,17,4300,27,0,0,6,1,5,1,03118,1019518
2023GQ0007300,1,44,18,1,1,1,16,8000,0,6410,1,1,1,5,1,03107,1019518
2023GQ0007377,1,94,74,1,1,1,16,25000,0,0,0,6,1,1,1,03107,1019518
2023GQ0007402,1,58,79,1,2,1,16,4100,0,0,0,6,1,3,1,03153,1019518
2023GQ0007615,1,88,30,2,2,1,17,0,0,0,0,6,1,4,1,03111,1019518
2023GQ0007636,1,77,59,1,2,1,21,6000,38,0,0,6,1,5,1,03111,1019518
2023GQ0007813,1,21,23,2,1,1,20,3000,0,2830,1,1,1,5,1,03160,1019518
2023GQ0007871,1,105,21,1,8,24,13,0,0,0,0,6,1,5,1,03163,1019518
2023GQ0007906,1,80,57,1,8,2,10,8600,0,0,0,6,4,5,2,03117,1019518
2023GQ0008110,1,52,18,1,1,1,18,0,0,9920,9,3,3,5,1,03153,1019518
2023GQ0008143,1,73,66,1,2,1,19,8800,0,0,0,6,1,5,1,03113,1019518
2023GQ0008472,1,71,46,2,2,1,17,0,0,0,0,6,1,5,1,03163,1019518
2023GQ0008527,1,75,74,1,1,1,16,17800,0,0,0,6,1,2,1,03107,1019518
2023GQ0008560,1,11,78,1,2,1,19,14000,0,0,0,6,1,4,1,03110,1019518
2023GQ0008610,1,32,88,2,8,2,16,0,0,0,0,6,1,5,1,03109,1019518
2023GQ0008720,1,45,94,2,2,1,16,14400,0,0,0,6,1,2,1,03164,1019518
2023GQ0008768,1,80,19,2,1,1,18,4000,0,5940,1,2,1,5,1,03161,1019518
2023GQ0009087,1,11,81,1,2,1,16,17500,0,0,0,6,1,1,1,03106,1019518
2023GQ0009132,1,103,18,2,6,1,19,3600,0,5400,1,1,5,5,2,03107,1019518
2023GQ0009226,1,102,20,2,1,1,19,0,0,0,0,6,1,5,1,03151,1019518
2023GQ0009250,1,20,34,1,8,24,16,360,0,0,0,6,1,5,1,03101,1019518
2023GQ0009288,1,50,69,1,1,1,16,2300,0,0,0,6,1,3,1,03153,1019518
2023GQ0009292,1,79,83,1,1,1,23,17800,0,0,0,6,1,2,1,03108,1019518
2023GQ0009306,1,15,20,2,8,2,19,3000,0,230,2,1,1,5,1,03111,1019518
2023GQ0009350,1,8,21,1,5,24,19,10000,0,5400,2,1,1,5,1,03151,1019518
2023GQ0009386,1,25,68,1,2,1,21,10100,0,0,0,6,1,3,1,03152,1019518
2023GQ0009688,1,44,94,2,2,1,16,4300,0,0,0,6,1,2,1,03160,1019518
2023GQ0009821,1,57,19,1,6,1,16,0,0,9920,9,3,1,5,1,03154,1019518
2023GQ0010271,1,12,19,2,1,1,19,7000,0,4600,2,1,1,5,1,03111,1019518
2023GQ0010347,1,15,6,1,2,1,4,0,0,0,0,0,1,5,1,03165,1019518
2023GQ0010379,1,21,71,1,1,1,24,0,0,0,0,6,1,5,1,03153,1019518
2023GQ0010506,1,33,65,2,2,1,21,0,0,0,0,6,1,4,1,03116,1019518
2023GQ0010658,1,54,18,1,6,1,16,100,0,4110,1,1,1,5,1,03159,1019518
2023GQ0010954,1,70,24,2,1,1,19,8000,0,5320,1,1,1,5,1,03107,1019518
2023GQ0010974,1,37,57,1,2,1,21,0,0,0,0,6,1,5,1,03164,1019518
2023GQ0011034,1,20,35,1,1,2,19,7100,46,4020,1,1,1,5,1,03108,1019518
2023GQ0011041,1,34,94,2,1,1,16,0,0,0,0,6,1,2,1,03111,1019518
2023GQ0011335,1,111,80,2,2,1,19,4400,0,0,0,6,1,2,1,03112,1019518
2023GQ0011407,1,119,34,1,2,1,18,0,0,0,0,6,1,5,1,03166,1019518
2023GQ0011423,1,8,19,2,1,1,16,3500,22,4655,1,3,1,5,1,03152,1019518
2023GQ0011480,1,30,94,2,1,1,16,0,0,0,0,6,1,3,1,03101,1019518
2023GQ0011508,1,43,80,1,2,1,16,0,0,0,0,6,1,3,1,03158,1019518
2023GQ0011525,1,155,8,1,2,1,5,0,0,0,0,0,1,5,1,03159,1019518
2023GQ0011748,1,99,60,1,1,1,21,0,0,0,0,6,1,3,1,03158,1019518
2023GQ0011858,1,106,20,1,8,24,14,0,0,9620,1,6,1,5,1,03163,1019518
2023GQ0011885,1,79,82,2,1,1,19,10700,0,0,0,6,1,2,1,03152,1019518
2023GQ0011998,1,40,40,2,2,1,16,360,0,0,0,6,1,5,1,03114,1019518
2023GQ0012059,1,73,18,1,1,1,18,6000,0,4622,1,1,1,5,1,03107,1019518
2023GQ0012255,1,19,19,2,2,1,18,7800,0,4150,1,1,1,5,1,03159,1019518
2023GQ0012436,1,58,61,1,9,3,12,0,0,0,0,6,1,5,1,03158,1019518
2023GQ0012475,1,15,66,2,2,1,16,9800,67,0,0,6,1,5,1,03103,1019518
2023GQ0012543,1,23,50,2,1,1,16,11000,0,0,0,6,1,5,1,03153,1019518
2023GQ0012550,1,70,88,1,8,2,1,3700,0,0,0,6,4,3,2,03106,1019518
2023GQ0012805,1,4,57,1,1,1,16,0,0,0,0,6,1,5,1,03104,1019518
2023GQ0012895,1,81,50,2,1,1,16,11000,0,0,0,6,1,5,1,03155,1019518
2023GQ0013047,1,106,75,2,1,1,16,0,0,0,0,6,1,5,1,03106,1019518
2023GQ0013109,1,57,19,1,1,1,16,5200,0,4055,1,1,1,5,1,03154,1019518
2023GQ0013348,1,105,20,1,2,1,13,0,0,0,0,6,1,5,1,03163,1019518
2023GQ0013361,1,20,58,1,1,1,16,360,0,0,0,6,1,5,1,03101,1019518
2023GQ0013569,1,82,18,2,8,2,16,0,0,0,0,6,1,5,1,03167,1019518
2023GQ0013796,1,15,69,1,8,2,12,4300,0,5850,1,6,5,4,2,03105,1019518
2023GQ0013863,1,37,58,2,2,1,16,0,0,0,0,6,1,2,1,03108,1019518
2023GQ0013878,1,39,86,1,2,1,21,4300,0,0,0,6,1,5,1,03168,1019518
2023GQ0014289,1,20,75,2,2,1,11,11200,79,0,0,6,1,3,1,03116,1019518
2023GQ0014355,1,42,61,2,9,24,19,0,0,0,0,6,1,1,1,03108,1019518
2023GQ0014408,1,63,19,1,8,3,19,4000,0,6260,1,6,1,5,1,03166,1019518
2023GQ0014540,1,3,53,2,1,1,24,24000,153,440,2,1,1,5,1,03113,1019518
2023GQ0014545,1,89,65,2,2,1,21,0,0,0,0,6,1,4,1,03101,1019518
2023GQ0014664,1,60,68,1,2,1,21,15600,0,0,0,6,1,1,1,03153,1019518
2023GQ0014964,1,63,61,2,1,1,16,0,0,0,0,6,1,4,1,03107,1019518
2023GQ0015151,1,74,53,1,1,1,16,0,0,0,0,6,1,5,1,03161,1019518
2023GQ0015335,1,184,64,1,1,1,14,2000,13,9620,1,1,1,5,1,03153,1019518
2023GQ0015530,1,13,6,2,2,1,4,0,0,0,0,0,1,5,1,03165,1019518
2023GQ0015616,1,111,75,1,1,1,16,7200,0,0,0,6,1,1,1,03106,1019518
2023GQ0015917,1,49,65,2,1,1,16,0,0,0,0,6,1,1,1,03108,1019518
2023GQ0015940,1,37,63,2,8,24,19,4300,0,0,0,6,1,3,1,03166,1019518
2023GQ0015956,1,5,65,2,9,1,19,24600,170,5860,2,6,1,1,1,03164,1019518
2023GQ0016090,1,108,39,1,2,1,14,0,0,5850,2,6,1,5,1,03118,1019518
2023GQ0016442,1,43,23,2,6,1,18,0,0,0,0,6,5,5,2,03153,1019518
2023GQ0016515,1,41,88,2,2,1,16,0,0,0,0,6,1,3,1,03116,1019518
2023GQ0016565,1,29,74,2,1,1,21,44100,0,7800,1,6,1,2,1,03107,1019518
2023GQ0016573,1,80,68,1,2,1,14,18000,0,0,0,6,1,2,1,03108,1019518
2023GQ0016590,1,36,23,1,1,1,19,17500,0,4640,1,1,1,5,1,03161,1019518
2023GQ0016629,1,8,20,1,1,1,19,8000,0,6360,1,6,1,5,1,03151,1019518
2023GQ0016662,1,58,77,2,1,1,19,11400,80,0,0,6,1,2,1,03117,1019518
2023GQ0016697,1,95,18,2,1,1,18,7000,0,5860,1,6,1,5,1,03154,1019518
2023GQ0016822,1,101,89,1,1,1,19,22800,0,0,0,6,1,5,1,03101,1019518
2023GQ0017146,1,51,81,2,1,1,11,2200,0,0,0,6,1,2,1,03106,1019518
2023GQ0017386,1,7,32,1,1,1,1,8600,55,0,0,6,1,5,1,03115,1019518
2023GQ0017433,1,124,23,1,2,1,16,0,0,0,0,6,1,5,1,03163,1019518
2023GQ0017486,1,83,19,1,6,1,19,6000,0,4622,1,1,1,5,1,03107,1019518
2023GQ0017533,1,16,84,1,1,1,23,0,0,0,0,6,4,2,2,03113,1019518
2023GQ0017598,1,24,60,1,2,1,15,8600,56,0,0,6,1,5,1,03112,1019518
2023GQ0017736,1,106,60,1,1,1,21,4300,0,0,0,6,1,5,1,03115,1019518
2023GQ0018055,1,36,26,1,2,1,17,25000,0,9640,1,6,1,5,1,03158,1019518
2023GQ0018075,1,86,19,2,1,1,16,5000,0,4150,1,6,1,5,1,03153,1019518
2023GQ0018187,1,60,52,1,2,1,19,360,0,0,0,6,1,5,1,03109,1019518
2023GQ0018217,1,107,20,1,8,24,14,0,0,9620,1,6,1,5,1,03163,1019518
2023GQ0018454,1,19,63,1,1,1,16,13600,0,0,0,6,1,5,1,03153,1019518
2023GQ0018583,1,67,19,2,6,1,19,21000,0,4640,1,1,5,5,2,03161,1019518
2023GQ0018675,1,125,21,1,8,24,13,0,0,0,0,6,1,5,1,03163,1019518
2023GQ0018701,1,76,19,2,1,1,16,0,0,0,0,6,1,5,1,03153,1019518
2023GQ0018832,1,9,20,2,1,1,19,10000,0,2145,1,6,1,5,1,03107,1019518
2023GQ0018885,1,79,62,1,2,1,16,4300,0,0,0,6,1,5,1,03118,1019518
2023GQ0019002,1,36,70,2,1,1,16,16600,0,4340,1,6,1,1,1,03152,1019518
2023GQ0019183,1,83,61,2,9,24,19,0,0,0,0,6,1,1,1,03158,1019518
2023GQ0019443,1,64,20,2,1,1,19,11000,0,4150,1,1,5,5,2,03159,1019518
2023GQ0019607,1,8,21,2,1,2,19,24000,0,5240,1,1,1,5,1,03111,1019518
2023GQ0019777,1,32,37,1,5,2,14,52000,0,4020,4,6,1,5,1,03158,1019518
2023GQ0019778,1,83,19,1,3,7,19,0,0,4055,1,6,4,5,2,03160,1019518
2023GQ0019967,1,14,94,2,1,1,16,0,0,0,0,6,1,2,1,03113,1019518
2023GQ0020022,1,78,78,2,1,1,16,6500,0,0,0,6,1,3,1,03167,1019518
2023GQ0020160,1,30,50,1,2,1,16,10300,0,0,0,6,1,5,1,03117,1019518
2023GQ0020405,1,63,43,1,2,1,16,8600,0,0,0,6,1,5,1,03164,1019518
2023GQ0020468,1,75,19,2,1,1,18,5000,0,4720,1,6,1,5,1,03160,1019518
2023GQ0020665,1,67,19,1,1,2,19,0,0,0,0,6,1,5,1,03107,1019518
2023GQ0020711,1,72,94,2,8,4,21,13500,0,0,0,6,4,3,2,03105,1019518
2023GQ0021009,1,101,22,1,2,1,19,3500,0,4150,1,6,1,5,1,03159,1019518
2023GQ0021055,1,57,67,1,1,1,3,6500,0,0,0,6,1,3,1,03156,1019518
2023GQ0021063,1,78,20,2,1,1,19,5000,0,2435,1,1,5,5,2,03160,1019518
2023GQ0021170,1,127,22,1,2,1,16,4000,0,8225,1,6,1,5,1,03102,1019518
2023GQ0021385,1,44,59,1,2,1,11,4300,0,0,0,6,1,1,1,03153,1019518
2023GQ0021422,1,60,19,1,1,1,16,4400,0,4055,1,1,1,1,1,03154,1019518
2023GQ0021429,1,28,62,2,2,1,16,8600,0,0,0,6,1,5,1,03168,1019518
2023GQ0021449,1,48,18,2,1,1,16,1000,0,3960,1,2,1,5,1,03154,1019518
2023GQ0021486,1,76,21,1,1,3,19,3600,0,4030,1,6,1,5,1,03161,1019518
2023GQ0021618,1,128,42,1,2,1,20,0,0,0,0,6,1,1,1,03163,1019518
2023GQ0021686,1,48,59,1,2,1,16,19600,0,0,0,6,1,5,1,03117,1019518
2023GQ0021741,1,12,47,1,1,1,16,8500,55,9620,1,1,1,5,1,03108,1019518
2023GQ0021755,1,68,18,2,8,2,16,6000,0,3421,5,1,1,5,1,03107,1019518
2023GQ0021788,1,49,63,1,2,1,19,4400,0,0,0,6,1,5,1,03117,1019518
2023GQ0021949,1,12,18,1,1,1,16,0,0,0,0,6,1,5,1,03111,1019518
2023GQ0022172,1,17,94,2,1,1,16,15700,0,0,0,6,1,2,1,03103,1019518
2023GQ0022388,1,77,20,1,6,1,19,4500,0,4622,1,6,1,5,1,03161,1019518
2023GQ0022459,1,7,20,2,1,2,19,0,0,0,0,6,1,5,1,03153,1019518
2023GQ0022542,1,49,18,2,1,1,18,600,0,2810,1,6,1,5,1,03107,1019518
2023GQ0022580,1,22,62,2,1,1,16,15000,98,0,0,6,1,5,1,03110,1019518
2023GQ0022737,1,30,29,1,2,1,17,4300,0,0,0,6,1,5,1,03153,1019518
2023GQ0022757,1,82,84,1,8,2,1,4300,0,0,0,6,4,1,2,03163,1019518
2023GQ0022799,1,94,24,2,1,1,19,27000,0,0,0,6,5,5,2,03161,1019518
2023GQ0022836,1,26,64,2,9,1,21,4300,0,0,0,6,4,5,2,03152,1019518
2023GQ0022842,1,14,20,2,1,1,19,0,0,0,0,6,1,5,1,03111,1019518
2023GQ0022866,1,15,15,1,2,1,12,0,0,0,0,0,1,5,1,03111,1019518
2023GQ0022907,1,6,35,2,2,1,17,11000,70,0,0,6,1,5,1,03114,1019518
2023GQ0023059,1,14,59,1,1,1,1,0,0,9620,4,6,1,5,1,03167,1019518
2023GQ0023146,1,25,18,1,6,1,18,1000,0,4110,2,1,1,5,1,03107,1019518
2023GQ0023192,1,10,85,1,1,1,16,17800,0,0,0,6,1,2,1,03152,1019518
2023GQ0023351,1,37,53,1,1,1,16,0,0,0,0,6,1,5,1,03117,1019518
2023GQ0023466,1,32,68,1,2,1,16,11900,83,0,0,6,1,2,1,03110,1019518
2023GQ0023674,1,97,19,1,2,1,19,4400,0,4110,1,6,1,5,1,03161,1019518
2023GQ0023733,1,13,78,1,6,1,19,17800,0,0,0,6,1,2,1,03110,1019518
2023GQ0024400,1,89,22,1,1,1,19,0,0,0,0,6,1,5,1,03153,1019518
2023GQ0024485,1,12,88,2,2,1,16,13700,0,0,0,6,1,2,1,03106,1019518
2023GQ0024524,1,81,71,1,1,1,23,24000,0,0,0,6,1,3,1,03168,1019518
2023GQ0024693,1,108,82,2,1,1,22,17600,0,0,0,6,1,5,1,03153,1019518
2023GQ0024779,1,58,54,1,2,1,16,8600,0,0,0,6,1,5,1,03104,1019518
2023GQ0024871,1,105,42,1,9,11,14,25000,0,9640,1,6,4,5,2,03163,1019518
2023GQ0024916,1,47,18,1,2,1,18,5000,0,7340,1,3,1,5,1,03153,1019518
2023GQ0024921,1,26,70,1,2,1,14,4300,0,0,0,6,1,5,1,03161,1019518
2023GQ0025061,1,4,70,1,1,1,22,4800,32,2060,2,6,1,5,1,03154,1019518
2023GQ0025093,1,67,17,1,2,1,13,0,0,0,0,6,1,5,1,03159,1019518
2023GQ0025098,1,89,70,1,2,1,11,7200,0,0,0,6,1,5,1,03112,1019518
2023GQ0025628,1,15,50,1,9,2,15,0,0,0,0,6,1,5,1,03155,1019518
2023GQ0025805,1,24,78,2,1,1,9,4300,0,0,0,6,1,2,1,03106,1019518
2023GQ0025830,1,16,75,1,9,3,15,8400,59,0,0,6,2,5,1,03161,1019518
2023GQ0025876,1,42,77,2,1,1,16,0,0,0,0,6,1,2,1,03115,1019518
2023GQ0026054,1,25,77,2,2,1,12,13700,0,4700,1,6,1,2,1,03118,1019518
2023GQ0026082,1,10,57,1,9,24,14,8000,52,4700,1,6,1,5,1,03159,1019518
2023GQ0026088,1,96,65,1,1,1,19,13000,0,0,0,6,1,5,1,03112,1019518
2023GQ0026178,1,124,21,2,6,1,19,10000,0,2205,1,1,1,5,1,03161,1019518
2023GQ0026266,1,3,85,1,1,1,22,2400,16,0,0,6,5,5,2,03155,1019518
2023GQ0026405,1,109,85,2,1,1,22,9900,0,0,0,6,1,3,1,03151,1019518
2023GQ0026410,1,6,20,2,1,1,19,10000,0,2205,1,1,1,5,1,03107,1019518
2023GQ0026452,1,8,50,1,2,1,17,8600,54,0,0,6,1,5,1,03117,1019518
2023GQ0026555,1,78,20,1,1,1,18,3500,0,4150,1,6,1,5,1,03160,1019518
2023GQ0026743,1,76,19,2,1,1,18,0,0,0,0,6,1,5,1,03154,1019518
2023GQ0026764,1,111,81,1,1,1,21,0,0,0,0,6,1,5,1,03114,1019518
2023GQ0026774,1,47,59,2,2,1,15,0,0,5310,1,6,1,5,1,03164,1019518
2023GQ0026860,1,74,18,2,1,1,16,0,0,0,0,6,1,5,1,03107,1019518
2023GQ0026890,1,38,58,1,1,1,21,4300,0,0,0,6,1,5,1,03153,1019518
2023GQ0027155,1,101,52,2,2,1,12,0,0,0,0,6,1,5,1,03113,1019518
2023GQ0027182,1,34,19,2,6,1,19,3600,0,5400,1,1,1,5,1,03107,1019518
2023GQ0027206,1,41,85,2,1,1,1,8400,0,0,0,6,1,2,1,03108,1019518
2023GQ0027305,1,145,18,2,1,3,18,800,0,4600,6,6,1,5,1,03161,1019518
2023GQ0027314,1,36,18,2,1,1,16,0,0,0,0,6,5,5,2,03107,1019518
2023GQ0027370,1,7,94,2,6,1,21,22000,0,0,0,6,4,2,2,03107,1019518
2023GQ0027433,1,72,20,1,8,2,19,6000,0,440,2,3,1,5,1,03161,1019518
2023GQ0027461,1,83,19,1,3,11,19,0,0,4055,1,6,4,5,2,03161,1019518
2023GQ0027643,1,73,19,1,1,1,19,2800,0,2710,2,6,1,5,1,03160,1019518
2023GQ0027777,1,50,18,2,6,1,18,15000,0,4110,1,3,1,5,1,03153,1019518
2023GQ0028072,1,39,54,1,2,1,16,4300,0,0,0,6,1,5,1,03166,1019518
2023GQ0028143,1,76,1,2,7,1,0,0,0,0,0,0,1,5,1,03158,1019518
2023GQ0028203,1,116,31,1,2,1,16,25000,0,9640,1,6,1,5,1,03163,1019518
2023GQ0028741,1,38,18,1,6,1,18,4400,0,4110,1,6,5,5,2,03151,1019518
2023GQ0028762,1,17,87,1,1,1,22,2400,16,0,0,6,1,5,1,03106,1019518
2023GQ0029001,1,86,18,2,1,3,16,20000,0,4950,2,1,1,5,1,03160,1019518
2023GQ0029254,1,106,90,2,1,1,24,0,0,0,0,6,1,2,1,03153,1019518
2023GQ0029618,1,14,94,2,1,1,21,2000,0,0,0,6,1,5,1,03108,1019518
2023GQ0029822,1,35,84,1,1,1,16,0,0,0,0,6,1,2,1,03109,1019518
2023GQ0029936,1,53,81,2,8,2,16,6000,0,0,0,6,4,5,2,03107,1019518
2023GQ0030224,1,85,36,1,2,2,16,9600,0,0,0,6,1,5,1,03118,1019518
2023GQ0030225,1,49,69,1,8,2,12,4300,0,5850,1,6,5,4,2,03156,1019518
2023GQ0030322,1,23,6,1,2,1,4,0,0,0,0,0,1,5,1,03167,1019518
2023GQ0030345,1,32,19,2,9,4,19,6000,0,3421,5,1,1,5,1,03107,1019518
2023GQ0030540,1,38,26,1,1,1,21,50000,0,1980,3,1,1,1,1,03154,1019518
2023GQ0030548,1,26,66,2,2,1,14,11000,0,0,0,6,1,5,1,03118,1019518
2023GQ0030586,1,3,60,1,1,1,19,71400,455,20,2,1,5,1,2,03114,1019518
2023GQ0030835,1,64,19,2,1,16,16,0,0,6240,1,3,1,5,1,03160,1019518
2023GQ0031116,1,22,54,2,2,1,15,11000,70,0,0,6,1,5,1,03104,1019518
2023GQ0031432,1,85,54,1,1,1,21,0,0,9130,1,6,1,5,1,03115,1019518
2023GQ0031491,1,102,19,2,1,1,18,0,0,0,0,6,1,5,1,03153,1019518
2023GQ0031556,1,122,66,1,2,1,20,4300,0,5850,1,6,1,1,1,03108,1019518
2023GQ0031569,1,35,19,1,6,1,16,0,0,0,0,6,5,5,2,03107,1019518
2023GQ0031676,1,15,65,2,9,1,19,24600,170,5860,2,6,1,1,1,03166,1019518
2023GQ0031795,1,31,20,1,2,1,19,0,0,0,0,6,1,5,1,03161,1019518
2023GQ0031820,1,21,41,2,1,1,16,0,0,0,0,6,1,5,1,03106,1019518
2023GQ0031948,1,118,18,1,1,1,16,0,0,0,0,6,1,5,1,03153,1019518
2023GQ0031982,1,136,18,1,1,1,16,1800,0,6050,1,6,1,5,1,03161,1019518
2023GQ0032124,1,11,20,2,1,1,19,0,0,0,0,6,1,5,1,03111,1019518
2023GQ0032372,1,50,57,2,2,1,16,0,0,0,0,6,1,5,1,03111,1019518
2023GQ0032482,1,106,19,2,6,1,18,0,0,0,0,6,1,5,1,03159,1019518
2023GQ0032662,1,24,74,1,1,1,16,25000,0,0,0,6,1,1,1,03101,1019518
2023GQ0032701,1,83,19,1,1,1,16,6000,0,5730,1,6,1,5,1,03153,1019518
2023GQ0032798,1,66,76,2,1,1,16,9000,0,0,0,6,1,5,1,03152,1019518
2023GQ0032799,1,75,73,1,8,1,16,1400,0,0,0,6,4,5,2,03108,1019518
2023GQ0032996,1,112,80,2,1,1,21,8500,0,0,0,6,1,2,1,03152,1019518
2023GQ0033115,1,13,40,1,2,1,17,26400,173,4655,2,1,1,5,1,03153,1019518
2023GQ0033276,1,45,20,2,1,1,19,2400,0,4640,4,1,1,5,1,03153,1019518
2023GQ0033394,1,42,66,1,2,1,19,12000,82,0,0,6,1,4,1,03158,1019518
2023GQ0033679,1,76,21,2,1,1,19,0,0,0,0,6,5,5,2,03151,1019518
2023GQ0033983,1,55,29,1,8,21,16,1000,6,4720,1,1,5,1,2,03153,1019518
2023GQ0033989,1,69,59,1,2,1,21,6000,38,0,0,6,1,5,1,03165,1019518
