SERIALNO,SPORDER,PWGTP,AGEP,SEX,RAC1P,HISP,SCHL,PINCP,POVPIP,OCCP,COW,ESR,CIT,MAR,NATIVITY,PUMA,ADJINC
2023HU0323196,2,97,31,1,6,1,21,180000,501,51,1,1,4,1,2,07514,1019518
2023HU0323402,1,66,48,1,1,13,21,100000,501,1021,7,1,1,1,1,07508,1019518
2023HU0323402,2,49,51,2,1,1,21,100000,501,1021,7,1,1,1,1,07508,1019518
2023HU0323402,3,52,15,2,1,13,11,0,501,0,0,0,1,5,1,07508,1019518
2023HU0324112,1,92,84,1,6,1,19,29720,254,0,0,6,4,1,2,07509,1019518
2023HU0324112,2,63,68,2,6,1,16,12000,254,4230,1,6,5,1,2,07509,1019518
2023HU0324112,3,52,44,2,6,1,20,37400,254,4720,1,1,5,1,2,07509,1019518
2023HU0324112,4,85,14,1,6,1,10,0,254,0,0,0,5,5,2,07509,1019518
2023HU0324155,1,89,42,2,2,1,19,45800,280,9645,1,1,1,5,1,07509,1019518
2023HU0324155,2,65,73,2,2,1,16,10700,280,0,0,6,1,2,1,07509,1019518
2023HU0325663,1,124,35,1,1,1,1,7000,50,5510,6,1,5,1,2,07507,1019518
2023HU0325663,2,106,33,2,1,1,20,5000,50,5240,2,1,5,1,2,07507,1019518
2023HU0325663,3,113,0,2,1,1,0,0,50,0,0,0,1,5,1,07507,1019518
2023HU0326385,1,37,49,1,1,1,21,200000,501,2640,1,1,1,5,1,07513,1019518
2023HU0326385,2,33,36,1,9,1,21,45000,295,5020,1,1,5,5,2,07513,1019518
2023HU0326385,3,31,35,1,9,21,21,85000,501,2205,1,2,5,5,2,07513,1019518
2023HU0327114,1,68,49,1,9,1,21,1600,423,1006,1,6,1,1,1,07514,1019518
2023HU0327114,2,94,49,2,1,1,24,100000,423,2545,3,1,1,1,1,07514,1019518
2023HU0327114,3,170,2,1,9,1,0,0,423,0,0,0,1,5,1,07514,1019518
2023HU0327153,1,194,51,1,6,1,22,50000,267,5240,3,1,4,1,2,07512,1019518
2023HU0327153,2,201,54,2,6,1,21,29400,267,5860,1,1,1,1,1,07512,1019518
2023HU0327153,3,223,17,2,6,1,14,0,267,0,0,6,1,5,1,07512,1019518
2023HU0327153,4,234,11,1,6,1,7,0,267,0,0,0,1,5,1,07512,1019518
2023HU0327728,1,323,82,2,1,1,24,70900,499,0,0,6,1,1,1,07510,1019518
2023HU0327728,2,255,86,1,1,1,23,19100,499,0,0,6,1,1,1,07510,1019518
2023HU0328401,1,61,40,2,6,1,21,170000,501,850,1,1,1,5,1,07512,1019518
2023HU0328606,1,58,65,1,9,1,21,92000,501,4435,3,1,1,1,1,07508,1019518
2023HU0328606,2,61,55,2,9,1,21,210000,501,735,1,1,1,1,1,07508,1019518
2023HU0328606,3,48,33,1,9,1,2,0,501,0,0,6,1,5,1,07508,1019518
2023HU0328606,4,65,16,2,9,1,13,0,501,0,0,6,1,5,1,07508,1019518
2023HU0328878,1,49,78,2,1,1,22,25600,176,0,0,6,4,2,2,07514,1019518
2023HU0329576,1,326,39,2,6,1,21,104000,501,1760,1,1,4,5,2,07509,1019518
2023HU0329912,1,51,55,2,6,1,21,200240,501,800,1,1,1,1,1,07507,1019518
2023HU0329912,2,66,57,1,6,1,20,180000,501,300,1,1,1,1,1,07507,1019518
2023HU0329912,3,45,27,1,6,1,21,73000,501,9620,1,1,1,5,1,07507,1019518
2023HU0329952,1,216,31,2,9,2,22,121000,501,2850,1,1,1,5,1,07511,1019518
2023HU0330020,1,161,37,2,1,1,21,10900,69,630,1,3,1,5,1,07512,1019518
2023HU0330342,1,357,33,1,9,15,22,100000,501,1220,1,1,5,1,2,07508,1019518
2023HU0330342,2,368,33,2,9,15,22,20000,501,2205,2,1,3,1,1,07508,1019518
2023HU0330713,1,105,61,2,6,1,16,13000,112,4030,1,1,4,1,2,07513,1019518
2023HU0330713,2,95,71,1,6,1,16,9600,112,0,0,6,4,1,2,07513,1019518
2023HU0330877,1,77,50,1,1,1,23,140030,501,1305,6,1,1,5,1,07511,1019518
2023HU0330912,1,60,74,2,1,1,24,155000,501,0,0,6,1,2,1,07508,1019518
2023HU0330930,1,70,28,1,1,1,21,126000,501,530,1,1,1,5,1,07510,1019518
2023HU0331038,1,76,75,2,1,9,22,74900,485,0,0,6,4,2,2,07508,1019518
2023HU0331038,2,61,45,1,1,2,19,13200,485,0,0,6,1,3,1,07508,1019518
2023HU0331038,3,61,42,1,1,2,14,25000,485,8990,1,1,1,5,1,07508,1019518
2023HU0331162,1,273,29,1,1,1,24,135000,501,1760,1,1,1,5,1,07514,1019518
2023HU0331419,1,29,77,1,1,1,24,78500,501,1050,1,6,4,1,2,07508,1019518
2023HU0331419,2,29,76,2,1,1,23,118200,501,3090,6,6,4,1,2,07508,1019518
2023HU0331489,1,120,30,2,1,1,21,71000,453,2910,7,1,1,3,1,07508,1019518
2023HU0331489,2,127,31,1,1,1,21,250000,501,1021,1,1,1,5,1,07508,1019518
2023HU0332368,1,67,69,2,1,1,21,208400,501,230,4,1,1,1,1,07512,1019518
2023HU0332368,2,68,69,1,1,1,20,53000,501,4210,1,1,1,1,1,07512,1019518
2023HU0332676,1,39,26,1,6,1,19,50000,319,9130,1,1,1,5,1,07511,1019518
2023HU0332676,2,43,26,1,1,1,22,250000,501,1021,1,1,1,5,1,07511,1019518
2023HU0332746,1,198,66,2,1,1,18,13200,93,0,0,6,1,3,1,07512,1019518
2023HU0332849,1,50,76,2,1,1,16,69700,486,0,0,6,1,2,1,07511,1019518
2023HU0334483,1,71,47,1,1,1,19,5000,32,6230,6,2,1,5,1,07510,1019518
2023HU0334732,1,52,68,1,1,1,23,117000,501,410,7,1,4,1,2,07508,1019518
2023HU0334732,2,57,61,2,1,1,20,200000,501,710,1,1,4,1,2,07508,1019518
2023HU0334732,3,42,22,1,1,1,21,5000,501,9620,2,1,1,5,1,07508,1019518
2023HU0334909,1,98,59,2,1,1,19,110000,501,4600,1,1,4,1,2,07513,1019518
2023HU0334909,2,92,66,1,1,1,21,120000,501,310,7,1,4,1,2,07513,1019518
2023HU0334909,3,45,24,1,1,1,22,40000,501,850,1,1,1,5,1,07513,1019518
2023HU0334909,4,45,21,1,1,1,19,12000,501,4760,1,1,1,5,1,07513,1019518
2023HU0335662,1,68,43,1,1,1,21,234000,501,3710,3,1,1,3,1,07511,1019518
2023HU0335662,2,68,32,1,1,1,21,315000,501,51,1,1,1,5,1,07511,1019518
2023HU0336248,1,57,33,2,6,1,22,201400,501,51,1,3,1,5,1,07514,1019518
2023HU0336666,1,36,50,1,6,1,22,135500,444,1050,5,1,4,1,2,07513,1019518
2023HU0336666,2,33,50,2,6,1,21,25000,444,800,3,1,4,1,2,07513,1019518
2023HU0336666,3,27,22,2,6,1,21,10000,444,1108,1,3,1,1,1,07513,1019518
2023HU0336666,4,26,20,2,6,1,16,0,444,9640,1,6,1,5,1,07513,1019518
2023HU0336666,5,35,17,2,6,1,14,0,444,0,0,6,1,5,1,07513,1019518
2023HU0336836,1,87,41,1,6,1,21,220000,501,1021,1,1,4,5,2,07511,1019518
2023HU0336836,2,57,33,1,6,1,21,200000,501,110,1,2,1,5,1,07511,1019518
2023HU0337565,1,40,64,2,1,1,22,102000,501,2014,2,1,1,1,1,07508,1019518
2023HU0337565,2,37,68,1,6,1,23,400000,501,3100,4,1,4,1,2,07508,1019518
2023HU0337640,1,61,33,2,6,1,22,90000,501,410,1,1,1,3,1,07512,1019518
2023HU0337640,2,66,27,2,1,1,21,58000,370,5740,1,1,1,5,1,07512,1019518
2023HU0337640,3,120,26,2,2,1,21,20000,127,735,6,1,1,5,1,07512,1019518
2023HU0337640,4,110,25,2,1,2,16,50000,319,4850,1,1,1,5,1,07512,1019518
2023HU0337640,5,64,24,2,1,1,18,0,0,0,0,6,1,5,1,07512,1019518
2023HU0337717,1,52,75,2,1,1,22,51590,365,410,1,6,1,3,1,07509,1019518
2023HU0337783,1,70,37,1,6,1,21,90000,370,4000,1,1,5,1,2,07513,1019518
2023HU0337783,2,68,39,2,6,1,21,0,370,0,0,6,5,1,2,07513,1019518
2023HU0337783,3,60,8,2,6,1,6,0,370,0,0,0,5,5,2,07513,1019518
2023HU0337824,1,31,79,2,1,1,17,30200,214,0,0,6,1,2,1,07513,1019518
2023HU0337992,1,55,27,1,1,1,21,684000,501,4920,1,1,1,5,1,07511,1019518
2023HU0337992,2,53,27,2,1,1,21,85000,501,4840,1,1,1,5,1,07511,1019518
2023HU0338228,1,68,30,2,9,16,21,109800,501,630,1,3,1,5,1,07508,1019518
2023HU0338228,2,74,31,1,1,1,22,180600,501,830,1,1,5,5,2,07508,1019518
2023HU0339037,1,60,35,2,1,16,22,115000,501,705,1,1,1,5,1,07513,1019518
2023HU0339129,1,51,53,1,1,1,22,345000,501,440,1,1,1,3,1,07514,1019518
2023HU0339129,2,72,55,2,6,1,22,345000,501,350,2,1,4,3,2,07514,1019518
2023HU0339408,1,221,25,2,1,1,21,24000,152,735,6,1,1,5,1,07512,1019518
2023HU0339408,2,160,28,1,1,1,21,30000,190,1970,1,1,1,5,1,07512,1019518
2023HU0339408,3,139,26,2,6,1,21,80000,501,5740,1,1,1,5,1,07512,1019518
2023HU0339408,4,112,24,1,1,1,21,10000,63,3930,6,1,4,5,2,07512,1019518
2023HU0339480,1,80,27,2,1,1,21,265000,501,4850,2,1,1,5,1,07514,1019518
2023HU0339480,2,60,27,2,6,1,21,160000,501,120,1,1,1,5,1,07514,1019518
2023HU0339480,3,67,27,2,1,1,21,175000,501,4710,1,1,1,5,1,07514,1019518
2023HU0339639,1,111,35,1,6,1,22,699000,501,1010,1,1,5,4,2,07511,1019518
2023HU0340453,1,73,24,1,6,1,21,141000,501,440,1,1,1,5,1,07514,1019518
2023HU0340453,2,59,24,1,6,1,21,95000,501,1240,1,1,1,5,1,07514,1019518
2023HU0340474,1,71,39,2,1,1,23,258300,501,2100,1,1,1,1,1,07508,1019518
2023HU0340474,2,71,39,1,1,1,21,727500,501,4820,1,1,1,1,1,07508,1019518
2023HU0341452,1,106,31,1,6,1,21,120000,501,1021,1,1,4,5,2,07514,1019518
2023HU0341776,1,111,30,1,6,1,21,198900,501,1021,1,1,5,5,2,07510,1019518
2023HU0341776,2,82,28,2,6,1,22,217000,501,1021,1,1,1,5,1,07510,1019518
2023HU0342257,1,69,36,2,1,1,21,180000,501,3255,4,1,1,5,1,07509,1019518
2023HU0342814,1,87,94,1,6,1,21,102000,501,0,0,6,1,1,1,07508,1019518
2023HU0342814,2,78,90,2,6,1,21,50000,501,0,0,6,1,1,1,07508,1019518
2023HU0343296,1,61,42,2,1,1,21,245000,501,10,1,1,4,5,2,07512,1019518
2023HU0343406,1,57,67,2,1,1,21,81000,501,710,1,6,1,3,1,07509,1019518
2023HU0344089,1,75,94,2,1,1,20,18160,128,5740,2,6,1,3,1,07508,1019518
2023HU0344089,2,67,85,2,1,1,20,19100,134,0,0,6,1,1,1,07508,1019518
2023HU0344627,1,68,31,1,1,1,23,250000,501,2100,1,1,1,1,1,07511,1019518
2023HU0344752,1,98,72,2,1,1,21,24000,166,410,1,6,1,3,1,07509,1019518
2023HU0344913,1,29,29,2,6,1,21,10000,467,1600,1,3,1,5,1,07513,1019518
2023HU0344913,2,29,73,1,6,1,20,36100,467,4220,1,6,4,1,2,07513,1019518
2023HU0344913,3,27,66,2,6,1,9,11300,467,9640,1,6,4,1,2,07513,1019518
2023HU0344913,4,31,59,2,6,1,16,107000,467,5550,5,1,4,5,2,07513,1019518
2023HU0344913,5,25,27,2,6,1,1,11400,467,0,0,6,4,2,2,07513,1019518
2023HU0345040,1,62,72,2,1,1,21,0,501,2320,3,6,1,1,1,07512,1019518
2023HU0345040,2,62,74,1,1,1,22,673200,501,20,7,6,1,1,1,07512,1019518
2023HU0345198,1,268,40,1,1,1,21,200000,501,1900,1,1,5,5,2,07511,1019518
2023HU0345678,1,106,72,1,6,1,21,108280,501,0,0,6,1,5,1,07514,1019518
2023HU0345769,1,71,29,1,1,1,21,140000,501,726,2,1,1,5,1,07508,1019518
2023HU0345769,2,83,39,1,1,1,21,225000,501,630,1,1,1,5,1,07508,1019518
2023HU0346293,1,141,75,2,1,1,19,15700,109,4920,6,6,1,3,1,07514,1019518
2023HU0346388,1,61,52,1,6,1,22,250000,501,120,1,1,4,1,2,07508,1019518
2023HU0346388,2,64,58,2,6,1,20,6000,501,2360,6,1,5,1,2,07508,1019518
2023HU0346510,1,50,21,2,9,1,21,30000,192,5000,1,3,1,5,1,07510,1019518
2023HU0346512,1,67,48,1,1,1,22,130000,501,2600,4,1,4,1,2,07507,1019518
2023HU0346512,2,68,48,2,1,1,22,90000,501,3245,2,1,4,1,2,07507,1019518
2023HU0346512,3,97,18,2,1,1,16,5000,501,5510,1,1,1,5,1,07507,1019518
2023HU0346512,4,84,17,2,1,1,14,0,501,4251,5,6,1,5,1,07507,1019518
2023HU0346512,5,65,11,1,1,1,8,0,501,0,0,0,1,5,1,07507,1019518
2023HU0346525,1,61,36,2,9,1,22,422000,501,800,1,1,1,1,1,07512,1019518
2023HU0346525,2,92,39,1,6,1,23,684000,501,3100,1,1,1,1,1,07512,1019518
2023HU0346525,3,93,0,1,9,1,0,0,501,0,0,0,1,5,1,07512,1019518
2023HU0347280,1,113,59,1,1,1,23,176000,501,2100,5,1,1,5,1,07511,1019518
2023HU0347387,1,42,25,2,1,1,21,40000,262,3645,1,1,1,5,1,07509,1019518
2023HU0347387,2,52,25,1,1,1,21,250000,501,1021,1,1,3,5,1,07509,1019518
2023HU0347638,1,34,30,2,1,1,21,110000,501,735,1,1,1,5,1,07509,1019518
2023HU0348066,1,58,64,1,1,1,21,43300,280,4461,7,1,1,5,1,07514,1019518
2023HU0348227,1,98,42,1,3,2,18,75000,359,4010,1,1,5,5,2,07509,1019518
2023HU0348227,2,113,41,2,3,2,22,4000,25,2025,2,1,5,5,2,07509,1019518
2023HU0348227,3,232,5,1,3,2,2,0,359,0,0,0,1,5,1,07509,1019518
2023HU0348379,1,66,29,1,1,1,22,165050,501,1021,1,1,5,1,2,07514,1019518
2023HU0348755,1,94,26,2,1,1,21,50000,321,2635,6,1,1,5,1,07509,1019518
2023HU0348755,2,77,26,2,1,1,21,85000,501,1032,6,1,1,5,1,07509,1019518
2023HU0348934,1,80,52,2,9,2,21,56000,317,5165,6,1,3,3,1,07508,1019518
2023HU0348934,2,86,82,2,9,2,16,7000,317,0,0,6,4,4,2,07508,1019518
2023HU0349266,1,50,67,1,6,1,21,65000,447,3602,4,1,4,5,2,07512,1019518
2023HU0350013,1,59,79,2,6,1,22,46000,501,0,0,6,4,5,2,07513,1019518
2023HU0350013,2,46,33,2,6,1,20,115000,501,3603,2,1,4,5,2,07513,1019518
2023HU0350013,3,46,31,1,6,1,20,60000,501,9610,3,1,4,5,2,07513,1019518
2023HU0350013,4,37,79,1,1,1,21,4600,32,0,0,6,1,1,1,07513,1019518
2023HU0350358,1,70,59,2,6,1,21,90000,501,2300,3,1,4,2,2,07508,1019518
2023HU0350358,2,60,20,2,6,1,16,15000,501,4150,1,1,1,5,1,07508,1019518
2023HU0350514,1,51,54,2,1,1,22,145000,501,5240,1,1,1,3,1,07508,1019518
2023HU0350514,2,36,19,1,9,16,19,0,501,0,0,6,1,5,1,07508,1019518
2023HU0350514,3,49,15,2,1,16,13,0,501,0,0,0,1,5,1,07508,1019518
2023HU0350585,1,56,30,1,6,1,22,47400,311,1306,1,1,1,5,1,07511,1019518
2023HU0350585,2,71,32,1,1,1,21,72000,473,3255,1,2,1,5,1,07511,1019518
2023HU0350918,1,380,51,2,1,1,16,14000,89,0,0,6,1,5,1,07509,1019518
2023HU0351267,1,61,29,2,9,1,21,140000,501,520,1,1,1,5,1,07510,1019518
2023HU0351510,1,53,87,2,6,1,4,12500,87,0,0,6,4,2,2,07509,1019518
2023HU0352583,1,39,24,1,1,1,21,87100,501,440,1,1,1,5,1,07511,1019518
2023HU0353092,1,84,23,2,1,1,21,139000,501,1021,1,1,1,5,1,07508,1019518
2023HU0353092,2,76,24,2,1,1,21,100000,501,4840,1,1,1,5,1,07508,1019518
2023HU0353092,3,77,23,2,1,1,21,150000,501,845,2,1,1,5,1,07508,1019518
2023HU0353299,1,63,74,1,6,1,21,45600,317,3602,3,6,4,5,2,07511,1019518
2023HU0353311,1,86,35,2,6,1,23,400000,501,2100,1,1,1,1,1,07512,1019518
2023HU0353311,2,115,37,1,1,1,21,150000,501,110,1,1,5,1,2,07512,1019518
2023HU0353311,3,97,2,2,9,1,0,0,501,0,0,0,1,5,1,07512,1019518
2023HU0353346,1,78,37,1,1,1,21,328000,501,410,1,1,1,1,1,07514,1019518
2023HU0353346,2,79,35,2,1,1,21,68000,501,2634,1,1,1,1,1,07514,1019518
2023HU0353470,1,66,45,2,6,1,24,137100,501,1825,1,1,1,5,1,07513,1019518
2023HU0353470,2,54,80,1,6,1,22,92600,501,340,7,6,4,1,2,07513,1019518
2023HU0353470,3,64,78,2,6,1,21,4000,501,0,0,6,4,2,2,07513,1019518
2023HU0353820,1,62,59,2,6,1,16,32800,391,3601,4,1,4,1,2,07513,1019518
2023HU0353820,2,41,28,2,6,1,21,60000,391,2310,3,1,4,5,2,07513,1019518
2023HU0353820,3,41,21,1,6,1,19,0,391,4110,2,6,4,5,2,07513,1019518
2023HU0353850,1,84,67,1,1,23,23,13000,89,2360,6,1,4,3,2,07510,1019518
2023HU0354511,1,52,26,2,1,1,24,105000,501,3160,2,1,1,5,1,07511,1019518
2023HU0354718,1,136,51,1,8,11,16,35000,115,6360,1,1,5,1,2,07510,1019518
2023HU0354718,2,124,49,2,8,11,16,0,115,0,0,6,5,1,2,07510,1019518
2023HU0354718,3,111,16,1,8,11,13,0,115,0,0,6,1,5,1,07510,1019518
2023HU0354718,4,203,9,1,8,11,6,0,115,0,0,0,1,5,1,07510,1019518
2023HU0355997,1,48,67,2,1,1,21,4800,34,4220,8,1,1,5,1,07509,1019518
2023HU0355997,2,62,15,2,1,7,12,2100,34,0,0,0,4,5,2,07509,1019518
2023HU0355997,3,84,17,1,9,2,14,6000,39,8950,2,1,1,5,1,07509,1019518
2023HU0356005,1,33,81,2,1,1,19,108000,501,0,0,6,1,3,1,07513,1019518
2023HU0356005,2,31,80,1,1,1,19,64800,446,0,0,6,1,2,1,07513,1019518
2023HU0356327,1,59,86,2,1,1,20,67100,391,0,0,6,1,2,1,07513,1019518
2023HU0356327,2,96,61,1,9,2,21,2400,391,2360,6,6,1,5,1,07513,1019518
2023HU0358575,1,50,54,2,1,23,20,11700,75,2300,2,1,1,2,1,07509,1019518
2023HU0359694,1,52,66,1,2,1,21,19600,136,0,0,6,1,3,1,07510,1019518
2023HU0359694,2,109,73,1,1,1,1,34300,238,3602,4,1,1,4,1,07510,1019518
2023HU0360364,1,66,58,1,6,1,1,40000,128,4000,1,1,5,1,2,07509,1019518
2023HU0360364,2,59,64,2,6,1,1,0,128,0,0,6,5,1,2,07509,1019518
2023HU0360364,3,45,34,1,6,1,18,0,128,9920,9,3,5,5,2,07509,1019518
2023HU0360364,4,40,28,1,6,1,1,0,128,9920,9,3,5,5,2,07509,1019518
2023HU0360979,1,42,69,1,6,1,16,35000,196,4230,2,1,4,1,2,07509,1019518
2023HU0360979,2,44,67,2,6,1,16,0,196,0,0,6,4,1,2,07509,1019518
2023HU0362259,1,115,49,1,8,1,21,230000,501,1021,1,1,1,1,1,07513,1019518
2023HU0362259,2,130,49,2,8,1,21,0,501,230,1,6,1,1,1,07513,1019518
2023HU0362259,3,89,17,1,8,1,14,0,501,0,0,6,1,5,1,07513,1019518
2023HU0362259,4,113,11,1,8,1,8,0,501,0,0,0,1,5,1,07513,1019518
2023HU0362768,1,87,43,2,6,1,17,18400,463,4055,1,6,4,1,2,07511,1019518
2023HU0362768,2,84,59,1,6,1,16,93100,463,4700,1,1,4,1,2,07511,1019518
2023HU0362768,3,77,16,2,6,1,13,0,463,4110,1,6,1,1,1,07511,1019518
2023HU0362968,1,107,23,1,6,1,22,80600,501,1006,1,1,1,5,1,07510,1019518
2023HU0362968,2,86,23,2,6,1,21,50000,323,1650,4,1,1,5,1,07510,1019518
2023HU0364443,1,61,69,2,6,1,23,84000,501,0,0,6,1,1,1,07508,1019518
2023HU0364443,2,57,72,1,1,1,21,68000,501,5240,5,6,1,1,1,07508,1019518
2023HU0364443,3,53,29,2,6,1,22,75000,501,630,1,1,1,5,1,07508,1019518
2023HU0365975,1,102,28,2,1,1,21,170000,501,2825,1,1,1,1,1,07514,1019518
2023HU0365975,2,139,29,1,1,1,21,200000,501,120,1,1,1,1,1,07514,1019518
2023HU0366331,1,42,63,1,6,1,22,200040,501,850,1,1,4,1,2,07513,1019518
2023HU0366331,2,37,63,2,6,1,21,0,501,0,0,6,4,1,2,07513,1019518
2023HU0366331,3,31,25,1,6,1,21,100000,501,1006,1,1,1,5,1,07513,1019518
2023HU0366331,4,49,19,1,6,1,16,0,501,2545,2,6,1,5,1,07513,1019518
2023HU0366487,1,70,71,2,2,1,23,204000,501,0,0,6,1,3,1,07512,1019518
2023HU0366487,2,51,38,1,2,1,19,25000,501,3401,1,1,1,5,1,07512,1019518
2023HU0366487,3,51,7,2,8,1,3,0,501,0,0,0,1,5,1,07512,1019518
2023HU0366487,4,48,40,2,6,1,21,185000,501,705,1,1,4,1,2,07512,1019518
2023HU0366547,1,115,41,1,1,1,21,60000,381,2360,6,1,1,5,1,07514,1019518
2023HU0366547,2,66,33,2,9,1,19,25000,159,2360,1,3,1,5,1,07514,1019518
2023HU0366547,3,58,27,1,9,2,21,60000,381,2770,1,1,1,5,1,07514,1019518
2023HU0366547,4,109,26,2,2,1,22,60000,381,340,1,1,1,5,1,07514,1019518
2023HU0366711,1,130,58,1,6,1,15,50000,211,4110,1,1,4,1,2,07510,1019518
2023HU0366711,2,138,42,2,6,1,16,0,211,0,0,6,4,1,2,07510,1019518
2023HU0366711,3,142,12,2,6,1,8,0,211,0,0,0,1,5,1,07510,1019518
2023HU0367113,1,331,62,2,6,1,20,55000,384,800,1,1,4,1,2,07512,1019518
2023HU0367113,2,341,80,1,6,1,15,12000,384,0,0,6,4,1,2,07512,1019518
2023HU0367113,3,255,25,1,6,1,21,24300,384,3645,1,1,1,5,1,07512,1019518
2023HU0367732,1,58,34,1,1,1,21,65000,415,440,1,1,1,5,1,07511,1019518
2023HU0367882,1,83,70,1,1,1,23,468700,501,0,0,6,1,1,1,07514,1019518
2023HU0367882,2,78,73,2,1,1,22,452800,501,0,0,6,1,1,1,07514,1019518
2023HU0367882,3,87,32,2,1,1,21,106000,501,4700,6,1,1,5,1,07514,1019518
2023HU0368514,1,99,43,2,6,1,21,85000,501,735,6,1,1,5,1,07512,1019518
2023HU0368514,2,102,31,2,1,1,21,41000,261,1910,1,1,1,5,1,07512,1019518
2023HU0368911,1,119,35,1,9,1,21,138000,501,110,1,1,1,5,1,07514,1019518
2023HU0368911,2,55,33,1,1,1,21,40000,258,440,7,1,1,5,1,07514,1019518
2023HU0368924,1,43,63,1,1,1,17,13500,87,0,0,6,1,5,1,07509,1019518
2023HU0369051,1,258,30,2,1,1,21,76000,501,51,1,1,5,1,2,07514,1019518
2023HU0369051,2,288,30,1,1,1,21,178000,501,5600,1,1,5,1,2,07514,1019518
2023HU0369158,1,106,80,1,6,1,1,11000,76,0,0,6,4,3,2,07508,1019518
2023HU0369260,1,57,27,1,6,1,22,271000,501,1021,1,1,1,5,1,07514,1019518
2023HU0369260,2,55,25,2,1,1,22,148000,501,1021,1,1,1,5,1,07514,1019518
2023HU0371006,1,56,55,1,1,1,21,100000,501,440,1,1,5,1,2,07511,1019518
2023HU0371006,2,54,51,2,1,1,16,100000,501,3500,1,1,1,1,1,07511,1019518
2023HU0371316,1,68,53,2,6,1,18,44000,287,3601,1,1,4,1,2,07513,1019518
2023HU0371316,2,92,59,1,6,1,17,56000,287,8255,1,1,4,1,2,07513,1019518
2023HU0371316,3,101,18,1,6,1,18,15000,287,4110,1,1,1,5,1,07513,1019518
2023HU0371316,4,61,82,1,6,1,17,0,287,0,0,6,5,1,2,07513,1019518
2023HU0371316,5,71,81,2,6,1,1,6600,287,0,0,6,4,1,2,07513,1019518
2023HU0371316,6,62,16,1,6,1,14,890,287,2545,2,6,1,5,1,07513,1019518
2023HU0372224,1,86,74,1,2,1,14,16800,115,0,0,6,1,3,1,07509,1019518
2023HU0372269,1,146,22,2,6,1,21,40000,254,710,1,1,1,5,1,07509,1019518
2023HU0372269,2,110,25,2,6,1,21,60500,384,51,1,1,1,5,1,07509,1019518
2023HU0372341,1,85,70,1,6,1,21,144000,501,102,2,1,4,5,2,07508,1019518
2023HU0372397,1,196,35,1,6,1,21,26000,148,9610,7,1,1,1,1,07512,1019518
2023HU0372397,2,187,34,2,6,1,19,23000,148,3602,3,1,4,1,2,07512,1019518
2023HU0372397,3,172,11,2,6,1,8,0,148,0,0,0,1,5,1,07512,1019518
2023HU0372397,4,172,8,2,6,1,6,0,148,0,0,0,1,5,1,07512,1019518
2023HU0372397,5,166,78,2,6,1,1,6000,148,0,0,6,4,2,2,07512,1019518
2023HU0372586,1,135,39,1,8,1,21,202000,501,1021,1,1,5,1,2,07514,1019518
2023HU0372586,2,115,37,2,8,1,21,0,501,0,0,6,5,1,2,07514,1019518
2023HU0372586,3,195,0,2,8,1,0,0,501,0,0,0,1,5,1,07514,1019518
2023HU0372677,1,30,35,2,1,1,20,1500,501,4760,1,6,5,1,2,07509,1019518
2023HU0372677,2,33,35,1,1,1,21,361000,501,850,1,1,1,1,1,07509,1019518
2023HU0372677,3,31,2,2,1,1,0,0,501,0,0,0,1,5,1,07509,1019518
2023HU0372677,4,44,0,1,1,1,0,0,501,0,0,0,1,5,1,07509,1019518
2023HU0372743,1,89,35,1,1,1,23,385000,501,2100,1,1,1,1,1,07509,1019518
2023HU0372743,2,81,31,1,9,1,23,385500,501,2100,1,1,5,1,2,07509,1019518
2023HU0372794,1,154,31,2,1,1,21,113000,501,2600,1,1,1,1,1,07511,1019518
2023HU0372794,2,153,33,2,1,1,21,37800,501,2320,3,1,1,1,1,07511,1019518
2023HU0372830,1,58,70,2,1,1,23,120100,501,3010,7,6,4,2,2,07512,1019518
2023HU0372830,2,46,94,2,1,1,13,32500,501,0,0,6,5,2,2,07512,1019518
2023HU0372975,1,76,53,2,8,9,16,20000,125,5240,1,1,1,3,1,07509,1019518
2023HU0372975,2,28,26,1,8,9,16,5500,125,4530,1,1,1,5,1,07509,1019518
2023HU0373510,1,22,70,1,6,1,16,7400,191,4230,5,6,4,1,2,07507,1019518
2023HU0373510,2,23,66,2,6,1,18,23200,191,7750,1,6,4,1,2,07507,1019518
2023HU0373510,3,21,34,1,6,1,19,15770,191,7750,1,1,1,5,1,07507,1019518
2023HU0373510,4,16,24,2,6,1,20,12600,191,4055,5,1,1,5,1,07507,1019518
2023HU0373566,1,53,25,2,1,1,21,6700,44,4621,7,2,1,5,1,07508,1019518
2023HU0373566,2,68,32,2,1,1,21,136000,501,20,1,1,1,5,1,07508,1019518
2023HU0373566,3,46,22,2,1,1,21,0,0,5600,1,6,1,5,1,07508,1019518
2023HU0374511,1,109,42,1,3,2,21,32000,206,4130,1,1,5,3,2,07509,1019518
2023HU0374511,2,91,45,1,3,2,16,58000,374,4020,1,1,5,1,2,07509,1019518
2023HU0374511,3,91,45,1,3,2,16,33800,218,4020,1,1,5,5,2,07509,1019518
2023HU0375738,1,52,73,2,6,1,19,34600,244,4020,2,1,4,3,2,07507,1019518
2023HU0376219,1,66,48,1,1,1,22,44200,477,1530,7,1,1,1,1,07511,1019518
2023HU0376219,2,71,53,2,9,1,21,100000,477,2310,3,1,1,1,1,07511,1019518
